#,"Anchor Text","Referring Domains Total","Referring Domains with Anchor (Percent %)","Referring Domains Dofollow (desc)","Referring Domains Dofollow with Anchor (Percent %)","Referring Pages Count","Referring Pages with Anchor (Percent %)","First Seen","Last Check"
160,"пластика тела",1,0.35,1,0.55,1,0.01,"2019-11-30 17:17:15","2019-11-30 17:17:15"
161,"пластика ушей, отопластика",1,0.35,1,0.55,1,0.01,"2020-06-12 17:39:25","2020-06-12 17:39:25"
162,"пластике груди",1,0.35,1,0.55,2,0.02,"2018-04-02 10:19:10","2020-04-09 06:53:25"
163,"пластическая хирургия",2,0.70,1,0.55,2,0.02,"2018-07-10 23:48:07","2019-11-16 16:17:26"
164,"пластическая хирургия в москве",1,0.35,1,0.55,1,0.01,"2015-11-15 16:49:18","2020-04-07 11:41:45"
165,"пластическая хирургия цены в москве",1,0.35,1,0.55,1,0.01,"2020-06-06 04:58:29","2020-06-06 04:58:29"
166,"пластическая хирургия. москва",1,0.35,1,0.55,1,0.01,"2020-05-31 02:43:58","2020-05-31 02:43:58"
167,"пластической операции на лице",1,0.35,1,0.55,4,0.04,"2017-12-07 20:52:50","2020-01-30 23:45:14"
168,платизмопластики,1,0.35,1,0.55,3,0.03,"2018-08-08 16:57:41","2018-08-08 16:57:41"
169,"подписаться на раздел «ринопластика со скидкой в москве» и перейти",1,0.35,1,0.55,1,0.01,"2019-02-17 02:01:01","2020-04-08 18:32:13"
170,"подтяжка лица",1,0.35,1,0.55,1,0.01,"2020-06-06 04:58:29","2020-06-06 04:58:29"
171,"потливость ладоней, лечение",1,0.35,1,0.55,1,0.01,"2020-01-04 18:20:22","2020-01-04 18:20:22"
172,"программное моделирование - фото 10",1,0.35,1,0.55,1,0.01,"2017-01-24 08:16:31","2017-01-24 08:16:31"
173,"путиловой натальей юрьевной",2,0.70,1,0.55,2,0.02,"2016-11-13 22:54:55","2019-12-01 07:16:47"
174,редермализация,1,0.35,1,0.55,1,0.01,"2015-06-02 03:20:27","2019-01-26 19:52:36"
175,"сколько стоит ринопластика",1,0.35,1,0.55,1,0.01,"2013-09-17 19:39:25","2019-01-09 08:52:06"
176,смас-подтяжку,1,0.35,1,0.55,2,0.02,"2019-11-16 15:29:28","2019-11-26 13:19:25"
177,софтлифтинге,1,0.35,1,0.55,3,0.03,"2017-10-27 02:12:02","2020-02-27 06:19:27"
178,"ссылка на страницу",1,0.35,1,0.55,17,0.15,"2017-04-18 09:22:48","2020-06-16 01:05:57"
179,"тимур кобулашвили",1,0.35,1,0.55,5,0.05,"2016-04-10 03:47:09","2020-04-20 03:19:21"
180,"тубулярной груди",1,0.35,1,0.55,2,0.02,"2019-02-08 08:15:29","2020-02-28 10:07:00"
181,"увеличение груди, цены",1,0.35,1,0.55,1,0.01,"2014-06-07 22:30:27","2014-06-07 22:30:27"
182,"увеличении груди",1,0.35,1,0.55,3,0.03,"2018-05-21 05:18:19","2019-02-25 10:33:32"
183,"удаление имплантов груди",1,0.35,1,0.55,1,0.01,"2020-06-01 14:18:00","2020-06-01 14:18:00"
184,"уменьшение груди",1,0.35,1,0.55,1,0.01,"2020-03-04 01:16:18","2020-03-04 01:16:18"
185,"уменьшению влагалища филлерами",1,0.35,1,0.55,3,0.03,"2017-04-05 19:12:16","2020-03-08 22:59:34"
186,фаллопротезирования,1,0.35,1,0.55,2,0.02,"2019-09-09 07:18:00","2020-04-08 14:06:32"
187,фалопротезированием,1,0.35,1,0.55,2,0.02,"2016-06-05 09:31:44","2019-02-23 07:32:55"
188,цена,1,0.35,1,0.55,1,0.01,"2020-03-04 01:16:18","2020-03-04 01:16:18"
189,"центр косметологии и пластической хирургии",1,0.35,1,0.55,1,0.01,"2019-09-15 10:29:11","2019-09-15 10:29:11"
190,цены,1,0.35,1,0.55,1,0.01,"2020-05-15 11:32:09","2020-05-15 11:32:09"
191,"эндоскопии средней зоны",1,0.35,1,0.55,2,0.02,"2017-05-25 08:28:35","2020-02-22 02:22:57"
192,"эндоскопический лифтинг",2,0.70,1,0.55,2,0.02,"2018-05-13 20:48:52","2020-05-31 02:43:58"
193,"эндоскопической подтяжки лба",1,0.35,1,0.55,3,0.03,"2018-10-25 03:53:03","2020-02-27 06:19:27"
194,"������������ ���� �� � �����",1,0.35,1,0.55,2,0.02,"2013-08-09 16:48:02","2019-01-10 03:36:45"
195,"3d мезонити тредлифтинг, мезонити 3д, фото, отзывы, цены",1,0.35,0,0,1,0.01,"2019-09-22 14:11:02","2019-09-22 14:11:02"
196,3d-мезонити,1,0.35,0,0,1,0.01,"2018-12-08 18:21:16","2019-01-28 09:00:53"
197,http://www.mosplasti...a-refloratsiya/,1,0.35,0,0,1,0.01,"2018-04-08 22:51:39","2019-01-27 03:56:11"
198,http://www.mosplastica.ru/about/consult/,1,0.35,0,0,1,0.01,"2020-04-12 11:31:18","2020-06-13 15:37:38"
199,http://www.mosplastica.ru/galery/?section_id=1078,1,0.35,0,0,2,0.02,"2020-01-04 00:25:20","2020-01-25 07:26:17"
200,http://www.mosplastica.ru/gallery/?section_id=944,1,0.35,0,0,1,0.01,"2018-04-17 17:24:54","2019-02-12 18:41:10"
201,http://www.mosplastica.ru/novosti/rinoplas...-doktora-aleko/,1,0.35,0,0,2,0.02,"2016-10-11 17:57:44","2019-04-15 23:50:11"
202,"https smile: //www.mosplastica.ru/services/plasticheskaya-khirurgiya/plastika-grudi/",1,0.35,0,0,12,0.11,"2019-12-15 14:41:36","2020-02-20 00:26:24"
203,https//www.mosplastica.ru/,1,0.35,0,0,12,0.11,"2019-09-16 05:11:53","2020-05-27 09:43:41"
204,https//www.mosplastica.ru/services/plasticheskaya-khirurgiya/plastika-litsa/smas-lifting/,1,0.35,0,0,14,0.13,"2020-02-27 17:47:14","2020-05-02 13:23:11"
205,https://www.mosplast...dominoplastika/,1,0.35,0,0,1,0.01,"2020-03-25 05:20:34","2020-03-25 05:20:34"
206,https://www.mosplastica.ru,1,0.35,0,0,1,0.01,"2019-12-06 23:12:03","2020-04-03 20:01:59"
207,https://www.mosplastica.ru/service....a-grudi,1,0.35,0,0,2,0.02,"2019-10-09 23:26:29","2020-04-08 21:23:28"
208,https://www.mosplastica.ru/service....g-litsa,2,0.70,0,0,3,0.03,"2020-04-13 06:59:26","2020-05-03 00:09:48"
209,https://www.mosplastica.ru/service....ikh-vek,1,0.35,0,0,2,0.02,"2019-08-16 19:03:48","2020-03-08 08:03:53"
210,https://www.mosplastica.ru/service....lastika,1,0.35,0,0,2,0.02,"2020-02-05 16:43:32","2020-02-11 20:15:16"
211,"https://www.mosplastica.ru/services/pla ... hnikh-vek/",1,0.35,0,0,30,0.27,"2020-04-25 22:20:54","2020-05-07 01:06:00"
212,https://www.mosplastica.ru/services/plasticheskaya-khirurgiya/intimnaya-plastika/zhenskaya-intimnaya...,1,0.35,0,0,2,0.02,"2020-02-22 23:52:34","2020-02-27 07:18:43"
213,"visit website",1,0.35,0,0,1,0.01,"2020-04-26 12:39:10","2020-04-26 12:39:10"
214,www.mosplastica.ru/,1,0.35,0,0,1,0.01,"2018-08-17 15:41:35","2019-01-22 19:35:19"
215,"www.mosplastica.ru/,",1,0.35,0,0,1,0.01,"2020-04-30 09:39:38","2020-06-06 01:13:49"
216,www.mosplastica.ru/about/personal/baki%d0%bahanov,1,0.35,0,0,1,0.01,"2020-06-03 13:20:02","2020-06-03 13:20:02"
217,анализы,1,0.35,0,0,1,0.01,"2018-07-10 23:48:07","2018-07-10 23:48:07"
218,"безоперационная ринопластика",1,0.35,0,0,1,0.01,"2017-09-21 16:42:21","2017-09-21 16:42:21"
219,биоревитализации,1,0.35,0,0,1,0.01,"2017-11-02 19:39:25","2017-11-02 19:39:25"
220,ботулотерапии,1,0.35,0,0,1,0.01,"2018-02-05 10:20:10","2019-01-12 23:13:07"
