#,"Anchor Text","Referring Domains Total","Referring Domains with Anchor (Percent %)","Referring Domains Dofollow (desc)","Referring Domains Dofollow with Anchor (Percent %)","Referring Pages Count","Referring Pages with Anchor (Percent %)","First Seen","Last Check"
1,www.doctorplastic.ru,60,16,30,12,296,2,"2013-08-09 06:50:06","2020-06-16 07:48:22"
2,"пластическая хирургия",21,6,21,9,42,0.25,"2013-08-10 03:34:44","2020-06-06 11:16:53"
3,http://www.doctorplastic.ru/,31,8,20,8,99,0.60,"2013-09-14 21:11:58","2020-06-15 21:24:10"
4,"увеличение груди",16,4,16,7,594,4,"2013-08-08 16:22:44","2020-06-16 08:31:00"
5,doctorplastic.ru,43,11,11,4,171,1,"2015-04-02 06:36:20","2020-06-16 07:08:44"
6,,13,3,8,3,4398,27,,"2020-06-16 10:13:28"
7,doctorplastic,8,2,8,3,88,0.53,"2016-02-15 03:14:51","2020-06-15 03:51:20"
8,"doctor plastic",8,2,7,3,73,0.44,"2016-02-15 16:57:53","2020-06-15 22:04:43"
9,http://www.doctorplastic.ru,16,4,7,3,39,0.24,"2014-01-05 13:29:05","2020-06-15 01:59:37"
10,"подробнее на сайте doctorplastic.ru",7,2,7,3,12,0.07,"2018-07-30 21:45:44","2020-06-06 19:09:59"
11,dr.plastic,8,2,6,2,21,0.13,"2016-02-18 07:29:09","2020-05-17 22:28:38"
12,блефаропластика,6,2,6,2,13,0.08,"2016-02-21 08:39:04","2020-06-10 04:35:28"
13,софтлифтинг,7,2,6,2,66,0.40,"2016-02-27 02:11:34","2020-06-07 05:49:46"
14,"клиника пластической хирургии",5,1,5,2,6,0.04,"2019-07-03 00:37:08","2020-06-14 09:23:18"
15,"пластика груди",5,1,5,2,5,0.03,"2014-08-09 12:40:33","2020-06-13 00:26:50"
16,"пластические операции",5,1,5,2,9,0.05,"2014-09-06 08:38:52","2020-06-15 11:52:43"
17,липосакция,5,1,4,2,12,0.07,"2013-10-11 11:28:29","2020-05-02 20:12:47"
18,"центр пластической хирургии",4,1,4,2,6,0.04,"2015-02-17 06:28:22","2020-04-14 15:50:33"
19,3d-моделирование,3,0.80,3,1,6,0.04,"2015-07-19 16:49:27","2020-06-04 14:30:23"
20,"884661. doctorplastic.ru",3,0.80,3,1,20,0.12,"2013-08-08 19:22:16","2018-07-29 15:54:53"
21,"body jet",3,0.80,3,1,12,0.07,"2015-08-18 22:17:29","2020-05-20 22:58:23"
22,www.doctorplastic.ru/plastica-lica/blefaroplastica,3,0.80,3,1,5,0.03,"2018-08-28 01:07:51","2020-06-14 09:22:06"
23,«докторпластик»,9,2,3,1,17,0.10,"2017-05-04 19:23:07","2020-06-06 14:01:21"
24,"авторские методы увеличения груди",3,0.80,3,1,7,0.04,"2015-08-14 11:53:01","2020-03-11 08:12:10"
25,"безоперационную технологию увеличения груди",3,0.80,3,1,6,0.04,"2016-07-31 15:15:06","2020-05-09 09:20:04"
26,"бесплатные онлайн-консультации",3,0.80,3,1,5,0.03,"2019-10-25 19:04:49","2020-03-07 08:48:24"
27,"ботокс — живое лицо",3,0.80,3,1,7,0.04,"2016-03-31 16:02:54","2020-05-17 11:53:58"
28,"в клинике doctor plastic",3,0.80,3,1,7,0.04,"2016-02-19 17:42:55","2020-05-27 04:49:01"
29,"вадим сергеевич баков",4,1,3,1,7,0.04,"2016-03-13 22:53:26","2020-05-16 22:45:56"
30,"водоструйная липосакция",3,0.80,3,1,9,0.05,"2017-04-23 09:02:36","2020-04-08 19:40:54"
31,"для вас на сайте www.doctorplastic.ru",3,0.80,3,1,4,0.02,"2019-11-09 11:22:17","2020-06-10 00:20:58"
32,"до и после",3,0.80,3,1,8,0.05,"2015-07-19 16:49:27","2020-06-04 14:30:23"
33,"доктор пластик",5,1,3,1,817,5,"2017-04-08 02:41:08","2020-06-07 16:35:12"
34,"задать вопрос",4,1,3,1,13,0.08,"2016-05-09 06:34:39","2020-04-08 19:40:54"
35,"и.а. белый",3,0.80,3,1,6,0.04,"2016-02-28 16:26:18","2020-04-22 02:28:39"
36,"ильи сергеева",3,0.80,3,1,8,0.05,"2016-06-17 23:43:16","2020-05-12 05:24:18"
37,"коррекции асимметрии",3,0.80,3,1,5,0.03,"2016-02-16 02:18:19","2020-06-01 00:07:45"
38,"липофиллингом груди",3,0.80,3,1,7,0.04,"2015-08-14 11:53:01","2020-03-11 08:12:10"
39,"московского хирурга и.в.сергеева",3,0.80,3,1,7,0.04,"2015-08-18 22:17:29","2020-05-20 22:58:23"
40,"операции по увеличению груди",3,0.80,3,1,6,0.04,"2016-02-28 02:11:43","2020-01-18 23:41:27"
41,"оценить результат липосакции",3,0.80,3,1,5,0.03,"2015-08-04 16:10:57","2020-04-22 02:28:22"
42,"передней или задней кольпорафией",3,0.80,3,1,6,0.04,"2016-03-27 12:51:39","2020-04-01 04:40:58"
43,"пластической хирургии гуди",3,0.80,3,1,6,0.04,"2015-07-21 13:46:06","2020-04-30 07:38:08"
44,"помочь женщине привести себя в порядок",3,0.80,3,1,8,0.05,"2016-02-28 03:37:37","2020-04-18 16:32:33"
45,"причина женской холодности",3,0.80,3,1,7,0.04,"2016-02-19 17:42:55","2020-05-27 04:49:01"
46,"результаты липосакции",3,0.80,3,1,6,0.04,"2016-03-02 14:04:31","2020-05-27 15:45:15"
47,"сайте клиники",3,0.80,3,1,14,0.08,"2016-02-15 12:07:47","2020-05-20 20:20:11"
48,"светлана гагарина",3,0.80,3,1,8,0.05,"2016-02-16 11:10:15","2020-05-12 05:24:17"
49,"силуэт лифт",3,0.80,3,1,7,0.04,"2016-07-01 09:48:40","2020-04-19 14:44:51"
50,"специальные скидки",3,0.80,3,1,6,0.04,"2016-06-29 14:49:37","2020-03-14 02:52:59"
51,"способов установки имплантов",3,0.80,3,1,7,0.04,"2016-02-15 05:02:59","2020-04-16 22:29:03"
52,"увеличение груди цена",3,0.80,3,1,5,0.03,"2018-03-12 18:21:51","2020-06-15 11:52:43"
53,"узнать больше о методе body jet",4,1,3,1,8,0.05,"2016-03-02 14:04:31","2020-06-03 09:57:56"
54,"ульф самуэльссон",3,0.80,3,1,8,0.05,"2016-02-15 21:29:58","2020-05-12 03:57:41"
55,"устранение ее асимметрии",3,0.80,3,1,7,0.04,"2016-06-11 15:46:22","2020-06-04 14:41:32"
56,"фантастический эффект",3,0.80,3,1,7,0.04,"2016-02-21 15:32:19","2020-04-06 13:04:33"
57,хейлопластику,3,0.80,3,1,10,0.06,"2017-03-10 19:42:14","2020-05-18 06:07:40"
58,http://doctorplastic.ru,5,1,2,0.82,23,0.14,"2017-03-15 22:31:47","2020-06-14 23:23:04"
59,www.doctorplastic.ru/plastica-lica/otoplastica,2,0.53,2,0.82,2,0.01,"2019-12-19 06:19:08","2020-01-08 19:48:18"
60,абдоминопластика,2,0.53,2,0.82,3,0.02,"2013-08-11 00:01:42","2018-09-22 11:57:36"
61,"анестезии нового поколения",2,0.53,2,0.82,11,0.07,"2016-02-18 00:23:25","2020-05-17 22:28:45"
62,"асимметричные молочные железы",2,0.53,2,0.82,5,0.03,"2016-02-21 09:58:56","2020-05-07 14:28:29"
63,"безоперационного омоложения софтлифтинг",2,0.53,2,0.82,6,0.04,"2016-02-21 08:44:06","2020-04-05 14:59:02"
64,"ботокс для лица",2,0.53,2,0.82,2,0.01,"2020-05-12 07:34:07","2020-06-10 09:18:55"
65,"бразильская попа 2011",2,0.53,2,0.82,9,0.05,"2015-07-26 13:51:03","2020-04-04 21:00:50"
66,"выбор пластического хирурга",2,0.53,2,0.82,4,0.02,"2017-03-12 12:59:49","2020-03-12 05:23:31"
67,"до и после увеличения груди",2,0.53,2,0.82,5,0.03,"2016-02-19 07:21:02","2020-04-06 13:04:41"
68,"доктора бакова",2,0.53,2,0.82,5,0.03,"2016-02-15 20:24:27","2020-05-07 14:28:29"
69,докторпластик,2,0.53,2,0.82,6,0.04,"2018-10-30 16:28:28","2020-02-20 03:47:06"
70,"докторпластик фото",2,0.53,2,0.82,2,0.01,"2018-08-08 20:46:54","2020-06-06 05:21:06"
71,жми,2,0.53,2,0.82,4,0.02,"2020-05-25 11:02:25","2020-06-10 09:30:00"
72,"жми сюда",2,0.53,2,0.82,3,0.02,"2018-01-10 15:29:41","2018-05-27 04:49:37"
73,"жми тут",2,0.53,2,0.82,2,0.01,"2017-10-22 12:08:41","2019-06-26 14:38:43"
74,"записаться на консультацию",2,0.53,2,0.82,6,0.04,"2016-02-15 08:04:42","2020-04-23 01:08:37"
75,"записаться на консультацию по софтлифтингу",2,0.53,2,0.82,4,0.02,"2016-03-28 03:26:09","2020-03-27 12:11:02"
76,здесь,4,1,2,0.82,5,0.03,"2017-03-27 00:28:33","2020-06-04 03:56:27"
77,"избавиться от жира",2,0.53,2,0.82,5,0.03,"2017-05-08 04:29:32","2020-04-23 03:52:49"
78,"илья вячеславович сергеев",3,0.80,2,0.82,5,0.03,"2015-09-16 23:38:27","2020-05-03 01:09:30"
79,"интимной пластикой",2,0.53,2,0.82,4,0.02,"2016-06-16 07:23:25","2020-04-01 04:40:58"
80,"кликай здесь",2,0.53,2,0.82,4,0.02,"2018-08-11 22:18:17","2020-06-10 18:15:49"
81,"клиника doctorplastic",2,0.53,2,0.82,7,0.04,"2016-02-17 12:26:52","2020-04-11 17:04:59"
82,"клиника аппаратной косметологии в мск",2,0.53,2,0.82,3,0.02,"2020-02-15 19:50:00","2020-06-06 11:54:51"
83,"клиники doctorplastic",2,0.53,2,0.82,8,0.05,"2015-08-11 06:44:46","2020-03-07 21:18:21"
84,"коррекция тубулярной груди",2,0.53,2,0.82,3,0.02,"2016-02-16 02:18:19","2020-02-29 18:13:40"
85,"лазерная эпиляция бикини цена",2,0.53,2,0.82,4,0.02,"2020-03-19 00:35:16","2020-04-07 08:47:23"
86,"лазерная эпиляция бикини цена доступная",2,0.53,2,0.82,3,0.02,"2020-02-15 06:50:57","2020-03-11 04:28:25"
87,"лазерная эпиляция сопрано",2,0.53,2,0.82,4,0.02,"2020-03-31 23:05:30","2020-04-19 04:38:49"
88,"лазерная эпиляция сопрано по низкой стоимости",2,0.53,2,0.82,3,0.02,"2020-02-14 19:59:48","2020-06-07 05:55:33"
89,"локальная минипластика",2,0.53,2,0.82,6,0.04,"2016-02-15 04:50:34","2020-05-08 10:11:05"
90,"методика липосакции body jet",2,0.53,2,0.82,5,0.03,"2017-05-08 04:29:32","2020-04-23 03:52:49"
91,"микроигольчатый rf лифтинг infini по сниженной стоимости",2,0.53,2,0.82,3,0.02,"2020-02-17 03:52:20","2020-03-27 06:45:19"
92,"на нашем сайте",2,0.53,2,0.82,6,0.04,"2016-06-19 14:38:53","2020-04-12 12:56:49"
93,"на сайте клиники",2,0.53,2,0.82,11,0.07,"2016-02-18 13:18:49","2020-04-22 06:08:34"
94,"наши специалисты",2,0.53,2,0.82,6,0.04,"2016-02-15 08:04:42","2020-04-23 01:08:37"
95,"не единственная фотомодель",2,0.53,2,0.82,8,0.05,"2016-05-11 14:49:34","2020-04-16 00:08:21"
96,"обучения по специальности «пластическая хирургия»",2,0.53,2,0.82,6,0.04,"2016-02-19 19:04:32","2020-05-13 22:58:29"
97,"операция рите",3,0.80,2,0.82,3,0.02,"2017-03-02 12:07:30","2019-07-02 18:10:03"
98,"перейти на сайт",3,0.80,2,0.82,4,0.02,"2018-04-20 15:19:16","2020-05-14 13:04:29"
99,"пластика половых губ",3,0.80,2,0.82,8,0.05,"2016-05-02 06:52:16","2020-05-11 07:30:57"
100,"пластический хирург илья сергеев – пластические операции: увеличение груди, липосакция, ринопластика",2,0.53,2,0.82,26,0.16,"2020-06-06 08:25:29","2020-06-15 06:21:23"
101,"пластической хирургии",2,0.53,2,0.82,2,0.01,"2018-04-25 02:59:58","2018-06-26 01:10:39"
102,"подробно на сайте www.doctorplastic.ru",2,0.53,2,0.82,3,0.02,"2018-11-27 18:17:58","2019-03-26 03:44:53"
103,"подробно о софтлифтинге",2,0.53,2,0.82,6,0.04,"2016-02-17 11:32:17","2020-05-17 06:56:10"
104,"похудела почти на 100 кг",2,0.53,2,0.82,4,0.02,"2016-06-16 07:23:25","2020-04-01 04:40:58"
105,"прайс-листом клиники doctor plastic",2,0.53,2,0.82,8,0.05,"2016-02-16 02:22:23","2020-04-05 08:34:21"
106,"презентацию новой шведской методики",2,0.53,2,0.82,5,0.03,"2016-04-03 07:11:52","2020-04-14 10:45:24"
107,"президент шведской ассоциации пластических хирургов",2,0.53,2,0.82,5,0.03,"2016-04-03 07:11:52","2020-04-14 10:45:24"
108,"результат операции",2,0.53,2,0.82,5,0.03,"2016-02-15 20:24:27","2020-05-07 14:28:29"
109,"результаты лучших пластических операций 2011 года",2,0.53,2,0.82,6,0.04,"2016-05-09 21:51:00","2020-04-13 15:39:19"
110,"результаты процедуры",2,0.53,2,0.82,6,0.04,"2017-01-15 07:44:30","2020-03-24 17:43:42"
111,"рита говорит о своей груди",3,0.80,2,0.82,3,0.02,"2017-03-02 12:07:30","2019-07-02 18:10:03"
112,"сергеев илья вячеславович",2,0.53,2,0.82,3,0.02,"2015-01-13 09:27:35","2019-12-11 22:51:11"
113,"сколько стоит увеличение груди",2,0.53,2,0.82,3,0.02,"2013-08-14 19:33:33","2020-04-29 08:59:23"
114,"страничке пациентов клиники",2,0.53,2,0.82,5,0.03,"2016-02-17 15:43:05","2020-02-29 18:14:00"
115,"тагир файзуллин",2,0.53,2,0.82,5,0.03,"2016-03-25 02:35:16","2020-03-31 21:31:22"
116,"у нас на www.doctorplastic.ru",2,0.53,2,0.82,2,0.01,"2020-02-07 21:08:30","2020-02-26 20:33:19"
117,"увеличение губ",2,0.53,2,0.82,2,0.01,"2018-04-09 20:24:44","2019-10-06 11:03:17"
118,"увидеть результат",2,0.53,2,0.82,5,0.03,"2016-02-17 09:41:37","2020-04-13 18:35:09"
119,"устранении тубулярности груди",2,0.53,2,0.82,5,0.03,"2016-02-21 09:58:56","2020-05-07 14:28:29"
120,"фирменный шов",2,0.53,2,0.82,8,0.05,"2016-03-01 14:59:02","2020-04-16 17:42:16"
121,"фото до и после софтлифтинга",2,0.53,2,0.82,10,0.06,"2016-02-17 11:32:17","2020-05-17 06:56:10"
122,"фотогалерее наших работ",2,0.53,2,0.82,6,0.04,"2016-06-19 14:38:53","2020-04-12 12:56:49"
123,фотогалерея,2,0.53,2,0.82,3,0.02,"2016-02-27 07:21:17","2020-05-04 19:39:36"
124,"ценам клиники doctorplastic",2,0.53,2,0.82,5,0.03,"2016-02-18 22:37:22","2020-05-16 06:28:57"
125,чек-лифтинг,2,0.53,2,0.82,5,0.03,"2018-08-31 08:21:58","2020-02-29 18:52:27"
126,чеклифтинг,2,0.53,2,0.82,5,0.03,"2016-02-21 08:39:04","2020-02-24 14:14:47"
127,"через форму на сайте",2,0.53,2,0.82,4,0.02,"2017-03-18 13:49:16","2020-04-04 02:45:09"
128,"эльдар кахраманов",2,0.53,2,0.82,5,0.03,"2017-03-02 00:06:56","2020-05-07 17:10:32"
129,эндотины,2,0.53,2,0.82,4,0.02,"2016-03-13 22:53:26","2020-02-19 16:21:31"
130,"""doctor plastic"" - клиника пластической хирургии",1,0.27,1,0.41,1,0.01,"2020-01-13 05:57:45","2020-01-13 05:57:45"
131,"""докторпластик"" ""докторпластик""клиника пластической хирургии",1,0.27,1,0.41,1,0.01,"2019-08-07 19:33:35","2019-08-07 19:33:35"
132,229f4e9fb15d69b8dbfad409ca84f0a3.jpg,1,0.27,1,0.41,2,0.01,"2020-03-09 15:11:43","2020-05-22 04:11:29"
133,"3d подтяжка лица",1,0.27,1,0.41,1,0.01,"2019-11-14 08:41:21","2019-11-14 08:41:21"
134,doctorplastic.ru/,2,0.53,1,0.41,3,0.02,"2018-10-28 10:58:23","2019-05-02 09:22:47"
135,doctorplastic.ru/robots.txt,1,0.27,1,0.41,1,0.01,"2018-06-19 06:52:44","2018-06-19 06:52:44"
136,http://doctorplastic.ru/,3,0.80,1,0.41,5,0.03,"2018-04-03 20:50:27","2020-06-07 05:21:29"
137,http://doctorplastic.ru/1466574/1627781/,1,0.27,1,0.41,2,0.01,"2019-12-09 16:45:05","2020-06-03 19:56:46"
138,http://doctorplastic.ru/about/metods/1636635/,1,0.27,1,0.41,4,0.02,"2018-05-19 15:40:37","2020-06-12 03:02:21"
139,http://doctorplastic.ru/personal/1627520/,1,0.27,1,0.41,1,0.01,"2019-12-09 16:45:05","2019-12-09 16:45:05"
140,http://doctorplastic.ru/photos/1444921/1444922/?page=2,1,0.27,1,0.41,2,0.01,"2019-12-09 16:45:05","2020-06-16 00:55:04"
141,http://doctorplastic.ru/photos/1444921/1444923/,1,0.27,1,0.41,2,0.01,"2019-12-09 16:45:05","2020-06-16 00:55:04"
142,http://doctorplastic.ru/surgery/1444882/1628145/,1,0.27,1,0.41,1,0.01,"2020-06-03 19:56:46","2020-06-03 19:56:46"
143,http://doctorplastic.ru/surgery/consultcenter/stories,1,0.27,1,0.41,2,0.01,"2016-05-30 09:39:10","2016-05-30 09:39:10"
144,http://doctorplastic.ru/surgery/consultcenter/stories/1628730/,1,0.27,1,0.41,1,0.01,"2020-06-09 22:55:37","2020-06-09 22:55:37"
145,http://lbust.doctorplastic.ru,1,0.27,1,0.41,1,0.01,"2019-01-13 05:15:53","2019-01-13 05:15:53"
