#,"Total Backlinks","Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"Backlink Status","First Seen","Last Check","Day Lost",Language,Traffic,Keywords,"Js rendered","Linked Domains"
208,4,9,7,1,http://plastic-review.com/publications/date/2012-11-28,"Профессор Блохин о мифах эндопротезирования",65,20,http://www.frauklinik.ru/,"гениальный пластически хирург с мировым именем, руководитель московскойклиники пластической хирургии«",Фрауклиник,"»... плохого не посоветует!","Dofollow, Content",,"2016-02-17 18:20:25","2020-06-12 12:54:22",,ru,0,0,,8
209,2,9,7,1,http://plastic-review.com/publications/date/2014-04-09,"Уменьшение груди во «Фрау Клиник»",62,22,http://www.frauklinik.ru/,"пластики груди Вы можете получить на консультации у хирурга в","Клинике FrauKlinik",.,"Dofollow, Content",,"2020-05-30 07:49:09","2020-06-12 12:40:43",,ru,0,0,,6
210,4,17,7,0,https://clinic.ru/frau-med,"Клиника пластической хирургии и косметологии Frau Klinik - цены, врачи, отзывы пациентов | clinic.ru",74,4,http://www.frauklinik.ru/,,frauklinik.ru,,Dofollow,,"2020-06-07 01:15:00","2020-06-07 01:15:00",,ru,0,0,,1
211,3,14,7,0,https://www.vostokmed.ru/objektivnaja-moda--figura-i-stil.html,,42,3,http://www.frauklinik.ru/,"Радикальную коррекцию эстетических недостатков предлагает","клиника пластической хирургии",.,"Dofollow, Content",,"2019-05-22 19:25:51","2020-05-10 12:31:10",,,0,0,,2
212,1,16,7,0,http://www.mamakazan.ru/biblioteka/poleznye-sovety/kak-pritjagivat-vzgljady-muzhchin.html,"Как притягивать взгляды мужчин? — Сайт Мам города Казани",44,7,http://www.frauklinik.ru/,"них эволюционно, однако, факт таков. Чтобы увеличить грудь, вам потребуется","хирургия красоты (пластическая хирургия)",". Хотя интернет пестрит яркой рекламой по поводу других способов,","Dofollow, Content",,"2019-05-08 14:05:37","2020-04-18 15:46:19",,ru,0,0,,5
213,1,9,7,0,http://plastic-review.com/publications/date/2012-10-30/?offset=270,"Липосакция. Чего мы боимся?",62,9,http://www.frauklinik.ru/,"устранить любые недостатки фигуры. Глеб Тумаков, ведущий хирург клиники «",Фрауклиник,"», ученик известных пластических хирургов С. Блохина и И. Вульфа,","Dofollow, Content",,"2019-09-17 02:11:18","2019-11-29 01:02:36",,ru,0,0,,5
214,19,16,7,0,https://www.vikids.ru/special_clinics/1280,"Фрау клиник",34,8,http://www.frauklinik.ru/,,http://www.frauklinik.ru/,,Dofollow,,"2020-01-01 00:07:05","2020-05-19 19:48:33",,ru,0,0,,7
215,2,16,7,0,https://www.zdravosil.ru/n/r/242507-plasticheskaya-xirurgiya-v-klinike-frau-klinik.html,"Пластическая хирургия в клинике - Frau Klinik",201,5,http://www.frauklinik.ru/,Источник:,"ссылка на страницу",,"Dofollow, Content",,"2020-06-10 11:19:33","2020-06-10 11:19:33",,ru,,,,3
216,2,16,7,0,https://www.medchitalka.ru/medicina_segodnya/1137/34989.html,"Операции в Фрауклиник - Врачебная этика - Медицина сегодня - Мед Читалка",20,4,http://www.frauklinik.ru/,"имениям. Подробнее об особенностях ведения процедуры можно узнать на сайте:",http://www.frauklinik.ru/,.,"Dofollow, Content",,"2020-06-08 15:53:36","2020-06-08 15:53:36",,ru,0,0,,3
217,5,13,7,0,http://vseokosmetologii.ru/forum/posts/detail/1474/78367/,"Форум / Косметология / Специалисты / Отзывы о косметологах / Вищипанова Надежда Леонидовна",98,38,http://www.frauklinik.ru/,"пр.Мира. Если хотите, можете вот на сайте клинике посмотреть еще",www.frauklinik.ru,,Dofollow,,"2017-03-02 12:51:53","2020-05-18 19:35:50",,ru,0,0,,7
218,1,2,7,,https://bb-r.ru/leannek-dlja-lica-otzyvy/,"Леаннек для лица отзывы — Здоровая печень",27,1,http://www.frauklinik.ru/,Источник:,www.frauklinik.ru,,"Dofollow, Content",,"2020-03-01 20:38:35","2020-03-26 00:30:54",,ru,0,0,,1
219,2,12,7,0,http://meschanskiy.ru/org/283603/name,"Фрау Клиник - О фирме - Описание",64,6,http://www.frauklinik.ru/,,frauklinik.ru,,Nofollow,,"2020-05-31 09:51:01","2020-05-31 09:51:01",,en,0,0,,3
220,7,13,7,0,https://755.ru/medicina/plasticheskaya-hirurgiya-page2,"Медицина- Пластическая хирургия - страница 2 Москва - портал 755.ru",62,29,http://www.frauklinik.ru/,,www.frauklinik.ru,,"Dofollow, Image",,"2018-01-23 10:47:17","2020-05-15 07:59:22",,,0,0,,19
221,2,14,7,0,https://www.mumbaby.woman-otido.ru/zdorovje/pochemu-frauklinik-tak-populyarna.php,"Почему Фрауклиник так популярна?",1,163,http://www.frauklinik.ru/,"Сегодня, многие советуют","клинику «Фрауклиник»","в Москве, поскольку именно здесь можно сделать качественную пластическую операцию","Dofollow, Content",,"2019-05-13 09:54:59","2020-04-25 10:55:47",,,0,0,,8
222,2,15,7,0,https://souo-mos.ru/spravochnik/kliniki-moskvi/frau-klinik/,"Frau Klinik | Клиники Москвы",33,4,http://www.frauklinik.ru/,Сайт:,frauklinik.ru,,"Nofollow, Content",,"2020-05-29 04:33:47","2020-05-29 04:33:47",,ru,0,0,,1
223,2,15,7,0,http://da-med.ru/art_medical/ar-735.html,"Самая популярная операция - пластика груди. Медицина",23,5,http://www.frauklinik.ru/,Ежедневно,"пластическая хирургия в московской клинике","пытается устранить последствия народных и непроверенных методов возвращения красоты женской",Dofollow,,"2020-04-28 05:51:45","2020-05-27 09:58:09",,ru,0,0,,3
224,2,8,7,0,http://catalog.janicky.com/149?page=35,"Белый каталог сайтов | Красота",26,17,http://www.frauklinik.ru/,,www.frauklinik.ru,,"Dofollow, Content",,"2020-01-03 21:02:38","2020-03-20 01:58:39",,ru,0,0,,11
225,3,15,7,0,http://pharmasvit.com/biorevitalizaciya-dvuhetapnoe-omolozhenie-80818.html,"Биоревитализация: двухэтапное омоложение",36,10,http://www.frauklinik.ru/,"«Frau Klinik»,","клиника пластической хирургии в Москве",", считающаяся одним из лучших учреждений данного профиля, использует следующие","Dofollow, Content",,"2018-12-04 07:32:11","2020-05-25 21:46:09",,ru,0,0,,6
226,5,9,7,0,http://plastic-review.com/news/date/2013-01-18/7740/?offset=170,"Frau Klinik — передовые технологии безопасной красоты",59,9,http://www.frauklinik.ru/,"— профессор С.Н. Блохин и доктор И. А. Вульф, основатели","Frau Klinik",", клиники пластической хирургии № 1 в России.","Dofollow, Content",,"2020-02-12 05:22:02","2020-05-18 04:09:48",,ru,0,0,,5
227,1,8,7,0,http://catalog.janicky.com/redirect/17543,,0,1,http://www.frauklinik.ru/,,,,"Dofollow, Redirect",,"2020-04-19 04:59:05","2020-04-19 04:59:05",,,0,0,,1
228,2,13,6,0,https://www.rezus.ru/csm/201411/endoskopicheskoe-uvelichenie-grudi-v-chem-osobennost-i-preimushestva/,"Эндоскопическое увеличение груди: в чем особенность и преимущества?",88,6,http://www.frauklinik.ru/,"ведущих в отрасли маммопластики на сегодня является Фрауклиник. Это известная","клиника пластической хирургии в Москве",". Она занимается различными проблемами женской груди и старается устранить","Dofollow, Content",,"2016-11-28 01:10:08","2020-05-30 10:16:05",,,0,0,,3
229,5,13,6,0,http://vseokosmetologii.ru/forum/posts/detail/1446/75799/all/20,"Форум / Пластическая хирургия / Хирурги / ЕГОРОВА Мария Владимировна",96,39,http://www.frauklinik.ru/,"по поводу цен можно на сайте Фрау клинике посмотреть",www.frauklinik.ru,,Dofollow,,"2017-03-01 16:44:31","2020-06-09 19:37:56",,ru,0,0,,7
230,2,13,6,0,http://vseokosmetologii.ru/interviews/date/2014-11-04,"Как правильно ухаживать за кожей и что мы делаем не так?",67,43,http://www.frauklinik.ru/,"Корреспондент портала ВсеОкосметологии.ру встретился с врачом-дерматовенерологом и косметологом клиники",FrauKlinik,"и обсудил важные для многих вопросы: как правильно ухаживать за","Dofollow, Content",,"2020-06-06 00:09:35","2020-06-06 00:09:35",,ru,0,0,,9
231,1,12,6,0,https://cherry.funnycucaracha.ru/eto-kasaetsya-kazhdogo-den-borby-s-onkologiej-gde-projti-besplatnoe-obsledovanie/,"Это касается каждого: день борьбы с онкологией. Где пройти бесплатное обследование? — cherry",10,3,https://www.frauklinik.ru/,"В клинике","Frau Klinik","по промокоду Peopletalk ты можешь пройти бесплатный маммологический чек-ап.","Dofollow, Content",,"2020-06-06 12:23:52","2020-06-06 12:23:52",,ru,0,0,,2
232,8,13,6,0,https://www.mumbaby.ru/zdorovje/pochemu-frauklinik-tak-populyarna.php,"Почему Фрауклиник так популярна?",156,11,http://www.frauklinik.ru/,"Сегодня, многие советуют","клинику «Фрауклиник»","в Москве, поскольку именно здесь можно сделать качественную пластическую операцию","Dofollow, Content",,"2019-05-07 11:05:05","2020-06-10 12:08:07",,,0,0,,8
233,2,13,6,0,http://happymama.ru/krasota/300615/udalenie-lishnego-zhira-putem-mikrohirurgicheskih-operaciy,"Удаление лишнего жира путем микрохирургических операций | HappyMama",154,10,http://www.frauklinik.ru/,"Все детали следует обсуждать с профессионалом, которого предоставляет","клиника пластической хирургии",". По завершению изменения, больной еще какое-то время обязан носить","Dofollow, Content",,"2020-06-07 06:32:08","2020-06-07 06:32:08",,ru,0,0,,5
234,5,9,6,0,http://plastic-review.com/news/date/2013-03-27/7740/?offset=160,"СТС и Frau Klinik дают шанс изменить жизнь к лучшему!",63,8,http://www.frauklinik.ru/,"медицинских процедур была выбрана одна из лучших клиник Москвы —","Frau Klinik",". Под руководством ведущего хирурга клиники, профессора Сергея Николаевича Блохина","Dofollow, Content",,"2019-12-15 12:48:54","2020-05-17 07:16:37",,ru,0,0,,4
235,1,9,6,0,http://cl624864.cloud.tech-logol.ru/clinic/frauklinik.html,"Фрауклиник, Москва, ул. Гиляровского, 55 - Medmaximum.ru",27,2,http://www.frauklinik.ru/,,http://www.frauklinik.ru,,Dofollow,,"2020-04-30 09:59:42","2020-05-18 19:46:58",,,0,0,,2
236,4,11,6,0,https://офирмах.рф/в/Москва/Фрау_Клиник-i495390,"Фрау Клиник, центр красоты и здоровья Москва Гиляровского, 55 - Отзывы, сайт и телефон",129,9,http://www.frauklinik.ru/,,http://www.frauklinik.ru,,Dofollow,,"2018-04-13 13:35:52","2020-06-02 09:09:05",,,0,0,,7
237,4,3,6,1,http://facelifting.su/spec/profile/3631,"Вищипанова Надежда Леонидовна > в рейтинге > отзывы",50,6,http://www.frauklinik.ru/,,frauklinik.ru,,Nofollow,,"2020-06-06 18:30:46","2020-06-06 18:30:46",,ru,0,0,,3
238,8,15,6,0,http://antivirus.atcon.ru/welcome/index/all/mcustep.ru?engines_status=all&order_by=error&order_dir=DESC&p=6603,"Welcome to CodeIgniter",21,322,http://www.frauklinik.ru/,,www.frauklinik.ru,,Dofollow,,"2019-05-24 17:12:14","2020-04-11 12:43:08",,en,0,0,,108
239,5,9,6,0,http://plastic-review.com/publications/date/2012-12-26/7740/?offset=130,"Послеоперационная реабилитация в вопросах и ответах",61,9,http://www.frauklinik.ru/,"правильно оценивать свое состояние, ведущие хирурги клиники пластической хирургии «",Фрауклиник,"» Игорь Вульф, Сергей Блохин и Глеб Тумаков ответили на","Dofollow, Content",,"2019-12-15 12:53:42","2020-05-19 21:15:39",,ru,0,0,,5
240,2,12,6,0,https://mosinfor.ru/plastic/veer/5486plastic.htm,"Frau Klinik, адрес, контакты, официальный сайт",161,8,http://www.frauklinik.ru/,,http://frauklinik.ru,,Nofollow,,"2020-05-30 11:24:11","2020-05-30 11:24:11",,,0,0,,4
241,10,10,6,0,https://opt-torg-service.ru/vo-rtu-jazvochki/,"Во рту язвочки — Симптомы здоровья",27,2,http://www.frauklinik.ru/,Источник:,www.frauklinik.ru,,"Dofollow, Content",,"2020-05-26 06:20:51","2020-06-12 03:28:20",,ru,,,,1
242,5,11,6,0,http://forum-chita.com/viewtopic.php?f=75&t=168812&start=330,"..::: Читинский Городской Форум :::.. • Просмотр темы - Пластика груди в Чите....это ВОЗМОЖНО...??????",63,26,http://www.frauklinik.ru/,"Контакты можно найти на сайте",Frauklinik,", вот ссылка. если кто-то готов поехать в Москву -",Dofollow,,"2020-06-10 02:09:56","2020-06-10 02:09:56",,ru,0,0,,5
243,2,8,6,0,https://webkarta.net/place/map/346085,"ФРАУ КЛИНИК - пластическая хирургия, косметология, женское здоровье Москва на карте",20,7,http://www.frauklinik.ru/,Сайт:,http://www.frauklinik.ru/,,Nofollow,,"2019-07-17 19:10:02","2020-06-07 15:48:31",,,0,0,,6
244,1,8,6,0,http://my-surgeon.ru/specoffer/detail/376553,"Клиника « Frau Klinik»",41,4,http://www.frauklinik.ru/,"Записаться на консультацию и узнать более подробную информацию Вы можете в клинике пластической хирургии","Frau Klinik — Фрау Клиник",.,"Dofollow, Content",,"2018-06-26 12:07:33","2020-05-03 11:08:45",,ru,0,0,,2
245,4,9,6,0,http://plastic-review.com/publications/date/2013-01-23/7740/?offset=130,"Эстетическая хирургия для мужчин: липосакция",60,9,http://www.frauklinik.ru/,"одного из крупнейших московских центров пластической хирургии и косметологии «",Фрауклиник,».,"Dofollow, Content",,"2020-02-11 09:56:22","2020-04-12 04:27:34",,ru,0,0,,5
246,1,8,6,0,https://domotzyvov.com/frau-klinik/,"Отзывы о Фрау Клиник в Москве",61,1,http://www.frauklinik.ru/,,http://www.frauklinik.ru/,,Nofollow,,"2017-09-20 12:33:34","2020-05-24 23:44:54",,ru,0.01,5,,1
247,46,8,6,0,http://www.rosmedic.ru/eto-polezno-znat/mammoplastika-23.html,"Медицинская информация. Скачать книги по медицине. - Маммопластика",127,6,http://www.frauklinik.ru/,"все лекарственные препараты, которые могут влиять на свертываемость крови. Сегодня","пластическая хирургия","дает возможность провести очень сложные операции без особых осложнений.","Dofollow, Content",,"2020-03-24 02:21:05","2020-06-09 21:27:41",,ru,,,,3
248,5,9,6,0,http://plastic-review.com/news/date/2012-10-15/7740/?offset=170,"Скидки на пластические операции",64,8,http://www.frauklinik.ru/,"возможно. В сентябре 2012 года лидер рынка эстетической медицины «",ФрауКлиник,"» приступила к широкой рекламной кампании своего специалиста.",Dofollow,,"2019-09-19 21:26:01","2020-04-15 14:16:02",,ru,0,0,,4
249,2,8,6,0,https://ruscatalog.org/moskva/6020815-frau-klinik-lefortovo/,"Frau Klinik Лефортово в Москве, улица Лефортовский Вал, 5, стр. 7: телефон и режим работы",19,3,http://www.frauklinik.ru/,,www.frauklinik.ru,,Nofollow,,"2020-06-11 05:54:23","2020-06-11 05:54:23",,ru,0,0,,2
250,2,16,6,0,http://rinoplastika.su/photo/detail/66368,"Эндоскопическая ринопластика у Глеба Тумакова",67,7,http://www.frauklinik.ru/,"себя уверенной и красивой. Таня обратилась за помощью к ведущему ринохирургу «","Фрау Клиник","» Тумакову Глебу Игоревичу. Сейчас все самое страшное позади, Татьяне","Dofollow, Content",,"2020-05-30 08:33:58","2020-05-30 08:33:58",,ru,0,0,,4
251,2,8,6,0,http://opinions.ru/organization/frau-klinik-na-kitay-gorode-set,"Frau Klinik на Китай-городе Сеть - отзывы клиентов",41,2,http://www.frauklinik.ru/,,www.frauklinik.ru,,Nofollow,,"2020-02-04 12:07:30","2020-06-02 02:54:28",,ru,0,0,,1
252,2,8,6,0,http://opinions.ru/organization/frau-klinik-na-prospekte-mira-set,"Frau Klinik на проспекте Мира Сеть - отзывы клиентов",41,4,http://www.frauklinik.ru/,,frauklinik.ru,,Nofollow,,"2020-06-02 14:37:28","2020-06-02 14:37:28",,ru,0,0,,1
253,6,9,6,0,http://plastic-review.com/forum/posts/detail/1544/61283,"Online-консультации / Абдоминопластика и подтяжка груди",54,3,http://www.frauklinik.ru/,"можно получить на сайте клиники пластической хирургии Фрау Клиник (",www.frauklinik.ru,).,Dofollow,,"2016-04-24 13:50:00","2020-05-17 10:57:29",,ru,0,0,,2
254,6,9,6,0,http://plastic-review.com/forum/posts/detail/1474/78367/,"Форум / Косметология / Специалисты / Отзывы о косметологах / Вищипанова Надежда Леонидовна",78,3,http://www.frauklinik.ru/,"пр.Мира. Если хотите, можете вот на сайте клинике посмотреть еще",www.frauklinik.ru,,Dofollow,,"2016-05-23 00:18:14","2020-05-03 11:08:44",,,0,0,,2
255,4,9,6,0,http://plastic-review.com/forum/posts/detail/1446/75799/all/20,"Форум / Пластическая хирургия / Хирурги / ЕГОРОВА Мария Владимировна",88,3,http://www.frauklinik.ru/,"по поводу цен можно на сайте Фрау клинике посмотреть",www.frauklinik.ru,,Dofollow,,"2016-03-16 15:42:56","2020-05-07 23:59:16",,ru,0,0,,2
256,3,9,6,0,http://plastic-review.com/column/date/2013-04-29/?offset=100,"Пластический хирург Глеб Тумаков",65,8,http://www.frauklinik.ru/,"под общим наркозом. Бояться этого не стоит, так как «","Фрау Клиник","» на сегодняшний день является чуть ли не единственной сверхоснащенной","Dofollow, Content",,"2020-05-12 01:48:34","2020-05-12 01:48:34",,ru,0,0,,4
257,2,6,6,0,https://vseotzyvy.info/catalog/krasota-i-zdorovie/meditsinskie-uchrezhdeniya-zdorovie/kliniki-i-meditsinskie-tsentry/frau-klinik/,"Отзывы о “Frau Klinik” - Все отзывы",257,8,http://www.frauklinik.ru/,,http://www.frauklinik.ru/,,Nofollow,,"2019-06-06 22:02:45","2020-06-08 23:13:31",,ru,0,0,,5
258,1,8,6,0,http://plastinform.ru/inform/detail/376548,"Летняя скидка от Frau Klinik на все виды маммопластики!",96,5,http://www.frauklinik.ru/,"Записаться на консультацию и узнать более подробную информацию Вы можете в клинике пластической хирургии","Frau Klinik — Фрау Клиник",.,"Dofollow, Content",,"2018-07-13 10:14:26","2020-05-10 18:22:20",,ru,0,0,,3
259,6,9,6,0,http://plastic-review.com/publications/date/2014-09-30,"Эндоскопическая ринопластика в FrauKlinik",67,11,http://www.frauklinik.ru/,"Клиника пластической хирургии и косметологии профессора Блохина и доктора Вульфа",FrauKlinik,,"Dofollow, Content",,"2020-06-10 18:09:32","2020-06-10 18:09:32",,ru,0,0,,5
260,2,9,6,0,http://plastic-review.com/column/date/2013-09-06,"Пластический хирург Глеб Тумаков",67,9,http://www.frauklinik.ru/,"подготовку. Доктора нашей клиники используют методики, разработанные известным хирургом «","Фрау Клиник","» Вульфом И.А., имеющим многолетний опыт в этой области.","Dofollow, Content",,"2020-06-10 18:09:23","2020-06-10 18:09:23",,ru,,,,5
261,2,9,6,0,http://plastic-review.com/forum/posts/detail/1544/52246,"Online-консультации / Синяки под глазами",56,4,http://www.frauklinik.ru/,"на сайте клиники пластической хирургии и косметологии Фрау Клиник (",www.frauklinik.ru,).,Dofollow,,"2020-01-10 08:05:48","2020-06-11 03:38:10",,ru,0,0,,2
262,2,9,6,0,http://plastic-review.com/forum/posts/detail/1544/73014,"Online-консультации / РАЗМЕР ИМПЛАНТА",56,4,http://www.frauklinik.ru/,"можно получить на сайте клиники пластической хирургии Frau Klinik (",www.frauklinik.ru,).,Dofollow,,"2020-04-29 15:57:29","2020-06-04 20:20:46",,ru,0,0,,2
263,2,9,6,0,http://plastic-review.com/interviews/date/2013-02-26,"Нам прекрасно работается вместе!",70,11,http://www.frauklinik.ru/,"облика, но и становление души. Находясь в авангарде пластической хирургии,",FrauKlinik,", является законодателем мод в этой области. Здесь рождаются новые","Dofollow, Content",,"2020-06-04 05:09:20","2020-06-04 05:09:20",,ru,0,0,,4
264,2,9,6,0,http://plastic-review.com/interviews/date/2014-04-17,"В клинике «Фрау Клиник» своя школа ринопластики",67,14,http://www.frauklinik.ru/,"Подробную консультацию обо всех особенностях ринопластики Вы можете получить в","клинике пластической хирургии FrauKlinik",.,"Dofollow, Content",,"2020-06-10 18:10:57","2020-06-10 18:10:57",,ru,0,0,,5
265,2,9,6,0,http://plastic-review.com/news/date/2014-03-07,"Профессор Блохин — операции в Европе",47,9,http://www.frauklinik.ru/,Руководитель,"клиники FrauKlinik",", профессор Блохин известен не только в России, но и","Dofollow, Content",,"2020-06-10 05:06:07","2020-06-10 05:06:07",,ru,0,0,,5
266,2,9,6,0,http://plastic-review.com/publications/date/2013-06-19,"Лазерная блефаропластика без наркоза — ноу-хау «Фрау Клиник»",66,12,http://www.frauklinik.ru/,"Этим летом «","Фрау Клиник","» дарит своим пациентам скидку на самую популярную пластическую операцию","Dofollow, Content",,"2020-06-10 18:11:29","2020-06-10 18:11:29",,ru,,,,5
267,2,9,6,0,http://plastic-review.com/publications/date/2013-09-06,"Интимная хирургия — новейшие методики",62,19,http://www.frauklinik.ru/,«,"Фрау Клиник","» — одна из самых востребованных клиник пластической хирургии в","Dofollow, Content",,"2020-05-30 07:50:19","2020-05-30 07:50:19",,ru,0,0,,5
268,2,9,6,0,http://plastic-review.com/report/date/2014-10-27,"Эндоскопическая ринопластика у Глеба Тумакова",41,10,http://www.frauklinik.ru/,"и красивой. Таня обратилась за помощью к ведущему ринохирургу «","Фрау Клиник","» Тумакову Глебу Игоревичу. Сейчас все самое страшное позади, Татьяне","Dofollow, Content",,"2020-06-10 18:11:15","2020-06-10 18:11:15",,ru,0,0,,5
269,2,9,6,0,http://plastic-review.com/urlclick/1/16409/1/,"Пластический хирург ""Егорова Мария Владимировна"" - Сайт",1,4,http://www.frauklinik.ru/,,,,Dofollow,,"2020-06-04 14:42:32","2020-06-04 14:42:32",,ru,0,0,,1
270,1,3,6,0,https://lechimacne.ru/konsultatsiya-eksperta/otseni-grudi-obem/,"Оцени груди объем…",45,1,http://www.frauklinik.ru/,"Статья подготовлена по материалам сайта",www.frauklinik.ru,.,"Dofollow, Content",,"2019-11-16 08:59:52","2020-04-15 12:19:11",,,0,0,,1
271,2,6,6,0,http://medicadverts.ru/sovety-krasavicam/chto-takoe-mammoplastika/,"Что такое маммопластика?",17,6,http://www.frauklinik.ru/,"На сегодняшний день любая","клиника пластической хирургии","предлагает несколько способов, которые позволяют достичь идеальных показателей формы и","Dofollow, Content",,"2020-05-27 18:29:48","2020-05-27 18:29:48",,ru,0,0,,3
272,2,3,6,0,https://yacca.ru/cat/Private_Life/Health/Specialized_Care/12.html,"Яндекс.Каталог - рубрика «Специализированная медпомощь»",41,15,http://www.frauklinik.ru/,,"""Frauklinik"" - клиника пластической хирургии",,Dofollow,,"2020-01-12 18:37:45","2020-05-07 02:29:17",,,0,0,,11
273,7,3,5,0,https://yumorrr.ru/pupochnaja-gryzha-diastaz-prjamyh-myshc-zhivota/,"Пупочная грыжа диастаз прямых мышц живота — Медицина и здоровье",27,2,http://www.frauklinik.ru/,Источник:,www.frauklinik.ru,,"Dofollow, Content",,"2020-04-28 17:13:13","2020-04-28 17:13:13",,ru,0,0,,2
274,8,5,5,0,https://www.rating-hirurgov.ru/clinic/frau-klinik/,"Фрау Клиник",15,7,http://www.frauklinik.ru/,,www.frauklinik.ru,,Dofollow,,"2020-05-30 05:44:28","2020-05-30 05:44:28",,ru,0,0,,5
275,2,5,5,0,http://lgbtkvartal.com/topic/811-неоднозначные-истории-о-смене-пола/,"Неоднозначные истории о смене пола - Форум транссексуалов. Трансгендеров. Трансвеститов - 18+ ЛГБТ-портал: друзья, блоги, творчество",84,72,http://www.frauklinik.ru/,,Источник,,Nofollow,,"2017-09-28 02:47:28","2020-06-03 01:07:20",,ru,0,3,,11
276,2,4,5,0,http://forum.gaylib.net/topic/811-неоднозначные-истории-о-смене-пола/,"Неоднозначные истории о смене пола - Форум транссексуалов. Трансгендеров. Трансвеститов - 18+ ЛГБТ-портал: друзья, блоги, творчество",70,92,http://www.frauklinik.ru/,,Источник,,Nofollow,,"2019-07-19 10:06:04","2020-06-07 16:10:54",,ru,0,0,,11
277,3,4,5,0,http://vseokosmetike.ru/forum/user/levalara,"Сообщения пользователя levalara",53,51,http://www.frauklinik.ru/,"по поводу цен можно на сайте Фрау клинике посмотреть",www.frauklinik.ru,,Dofollow,,"2019-04-24 05:13:31","2019-04-24 05:13:31",,,0,0,,7
278,2,4,5,0,http://vseokosmetike.ru/forum/posts/detail/1474/78367/,"Форум / Косметология / Специалисты / Отзывы о косметологах / Вищипанова Надежда Леонидовна",71,50,http://www.frauklinik.ru/,"пр.Мира. Если хотите, можете вот на сайте клинике посмотреть еще",www.frauklinik.ru,,Dofollow,,"2019-04-09 20:05:36","2020-02-25 12:23:58",,ru,0,0,,6
279,1,1,5,0,https://gigastroi.ru/zgt-chto-jeto-takoe-v-ginekologii/,"Згт что это такое в гинекологии — Сайт о здоровье",27,1,http://www.frauklinik.ru/,Источник:,www.frauklinik.ru,,"Dofollow, Content",,"2020-04-24 00:29:54","2020-04-24 00:29:54",,ru,0,0,,1
280,1,1,5,0,https://ruborg.ru/moscow/klinika-plasticheskoy-hirurgii/frau-klinik-x1n9q/,"Фрау Клиник — центр красоты и здоровья (Москва, Гиляровского, 55): телефон, сайт и время работы",18,2,http://www.frauklinik.ru/,,www.frauklinik.ru,,"Nofollow, Content",,"2019-04-03 01:04:31","2020-04-20 02:10:53",,ru,0,0,,2
281,2,3,5,0,http://mammoplastika.su/discounts/detail/376548,"Летняя скидка от Frau Klinik на все виды маммопластики!",40,6,http://www.frauklinik.ru/,"Записаться на консультацию и узнать более подробную информацию Вы можете в клинике пластической хирургии","Frau Klinik — Фрау Клиник",.,"Dofollow, Content",,"2018-07-15 06:08:07","2020-05-30 18:26:22",,ru,0,0,,3
282,2,3,5,0,http://mammoplastika.su/spec/profile/3631,"Вищипанова Надежда Леонидовна > в рейтинге > отзывы",34,6,http://www.frauklinik.ru/,,frauklinik.ru,,Nofollow,,"2020-06-08 14:29:51","2020-06-08 14:29:51",,ru,,,,3
283,2,3,5,0,http://ps-paper.ru/photo/detail/66368,PS•paper.ru,15,6,http://www.frauklinik.ru/,"себя уверенной и красивой. Таня обратилась за помощью к ведущему ринохирургу «","Фрау Клиник","» Тумакову Глебу Игоревичу. Сейчас все самое страшное позади, Татьяне","Dofollow, Content",,"2020-06-01 20:53:53","2020-06-01 20:53:53",,,0,0,,3
284,2,3,5,0,http://www.foxmag.ru/index.php?topic=6106.105,"Пластическая хирургия. За и против.",45,27,http://www.frauklinik.ru/,"кто-то интересуется контактами, оставлю ссылку на всякий случай) Это официальный","сайт его клиники",.,Dofollow,,"2017-02-27 01:25:24","2020-06-10 21:08:27",,ru,0,0,,12
285,466,2,5,0,https://www.medcosmet.org/map/?problem=34&method=22,"Карта | MedCosmet.org",81,629,http://www.frauklinik.ru/,,"Фрау Клиник","ЦАО, Гиляровского, 55",Nofollow,,"2020-06-07 17:22:00","2020-06-07 17:22:00",,ru,0,0,,506
286,4,5,5,0,https://totadres.ru/moskva/org/frau_klinik/425718,"Фрау Клиник, Центр красоты и здоровья, переулок Подсосенский, 20а, Москва — адрес, часы работы, телефон",28,7,http://www.frauklinik.ru/,,www.frauklinik.ru,,Nofollow,,"2020-04-26 02:34:34","2020-06-04 04:28:45",,ru,0,0,,5
287,2,2,5,0,http://oknozakazov.ru/suppliers/supplier/6891/,"«Frauklinik» - пластическая хирургия | Окно заказов",14,11,http://www.frauklinik.ru/,,frauklinik.ru,,Nofollow,,"2020-06-12 16:42:00","2020-06-12 16:42:00",,ru,0,0,,7
288,1,4,5,0,https://gdedoctorlor.ru/listings/frau-klinik/,"ЛОР клиника «Фрау Клиник» в городе Москва: ЛОР врач, детский ЛОР",305,6,http://www.frauklinik.ru/,"Официальный сайт ЛОР центра:",http://www.frauklinik.ru,,"Nofollow, Content",,"2020-02-17 01:39:47","2020-04-14 11:54:24",,ru,0,0,,5
289,4,2,5,0,https://niz-info-spravki.ru/kakoj-nalet-na-jazyke-schitaetsja-normoj/,"Какой налет на языке считается нормой — Симптомы и Лечение",27,2,http://www.frauklinik.ru/,Источник:,www.frauklinik.ru,,"Dofollow, Content",,"2020-03-09 15:51:18","2020-06-12 17:34:00",,ru,0,0,,1
